{'name': 'SKOTTERUD', 'description': 'Wooden base sprung mattress, 120x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-wooden-base-sprung-mattress-medium-firm-dark-grey__0395435_pe562576_s5.jpg?f=xxs', 'price': '3 495', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-medium-firm-tustna-orrsta-light-grey__0932404_pe791443_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-medium-firm-tustna-orrsta-light-grey__0932404_pe791443_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-tustna-hillared-beige__0932407_pe791445_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-medium-firm-tustna-hillared-beige__0932407_pe791445_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-medium-firm-tustna-hillared-beige__0932407_pe791445_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-medium-firm-tustna-hillared-beige__0932407_pe791445_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-medium-firm-tustna-hillared-beige__0932407_pe791445_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-tustna-hillared-beige__0932407_pe791445_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 140x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-hornnes-dark-grey__0419397_pe576253_s5.jpg?f=xxs', 'price': '11 045', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '16 095', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '16 095', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '15 695', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tussoey-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '15 795', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tustna-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '16 095', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tussoey-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 595', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tustna-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 895', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '13 495', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '13 495', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tussoey-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '15 795', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tustna-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '16 095', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tussoey-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 595', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tustna-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 895', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-hornnes-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '13 395', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '15 695', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '15 695', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tussoey-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '15 795', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tustna-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '16 095', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tustna-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 895', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-hornnes-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '13 395', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tussoey-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 595', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '15 695', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '15 695', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tussoey-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '15 795', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-hornnes-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '13 395', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '13 495', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '15 695', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 895', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '13 495', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '13 495', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-medium-firm-tussoey-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '15 795', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tussoey-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 595', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-hornnes-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '13 395', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tustna-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 895', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '13 495', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 180x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tuddal-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-tuddal-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 695', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tussoey-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '15 795', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-vagstranda-firm-medium-firm-tustna-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '16 095', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tussoey-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 595', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-firm-medium-firm-tussoey-dark-grey__0392278_pe574689_s5.jpg?f=xxs', 'price': '14 595', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'DUNVIK', 'description': 'Divan bed, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/dunvik-divan-bed-valevag-medium-firm-tustna-dark-grey__0419398_pe576256_s5.jpg?f=xxs', 'price': '14 895', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-medium-firm-tustna-gunnared-medium-grey__0932405_pe791444_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-tustna-gunnared-medium-grey__0932405_pe791444_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-medium-firm-tustna-gunnared-medium-grey__0932405_pe791444_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Medium firm'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-medium-firm-tustna-gunnared-medium-grey__0932405_pe791444_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-medium-firm-tustna-gunnared-medium-grey__0932405_pe791444_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Different firmness (2 mattresses)'}
{'name': 'SKOTTERUD / RYKKINN', 'description': 'Mattress with headboard, 160x200 cm', 'image': 'https://www.ikea.com/se/en/images/products/skotterud-rykkinn-mattress-with-headboard-firm-tustna-gunnared-medium-grey__0932405_pe791444_s5.jpg?f=xxs', 'price': '10 890', 'springs': 'Pocket springs', 'firmness': 'Firm'}
